class	label	URI	parent_class	parent_label	parent_URI	OBI_0000283	OBI_0000291	OBI_0000291	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000279	OBI_0000275	OBI_0000275	OBI_0000275	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000287	OBI_0000288	rdfs:comment	OBI_0000281	OBI_0000284	OBI_0000277	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000274	OBI_0000285	OBI_0000286	OBI_0000286	OBI_0000286	OBI_0000286
OBI_0000017	regulatory role	http://purl.obofoundry.org/obo/OBI_0000017	Role		http://www.ifomis.org/bfo/1.1/snap#Role		Regulatory role is a role of making, enforcing or defined by legislation or orders issued by a governmental body.		OBI, CDISC						govt agents responsible for creating regulations; proxies for enforcing regulations.  CDISC definition:  regulatory authorities. Bodies having the power to regulate. NOTE: In the ICH GCP guideline the term includes the authorities that review submitted clinical data and those that conduct inspections. These bodies are sometimes referred to as competent			Regulatory agency, Ethics committee, Approval letter; example:  Browse these EPA Regulatory Role subtopics  http://www.epa.gov/ebtpages/enviregulatoryrole.html  Feb 29, 2008				Regulatory role					Jennifer Fostel														
OBI_0000236	_under_discussion	http://purl.obofoundry.org/obo/OBI_0000236	Role		http://www.ifomis.org/bfo/1.1/snap#Role		placeholder for under discussion classes																																		
OBI_0000123	dot plot	http://purl.obofoundry.org/obo/OBI_0000123	OBI_0000240		http://purl.obofoundry.org/obo/OBI_0000240		A dot plot is a report graph which is a graphical representation of data where each data point is represented by a single dot placed on coordinates corresponding to data point values in particular dimensions.		group:OBI						generically_dependent_continuants			Dot plot of SSC-H and FSC-H.				dot plot					person:Allyson	person:Chris Stoeckert													
OBI_0400059	interrogation_point	http://purl.obofoundry.org/obo/OBI_0400059	ThreeDimensionalRegion		http://www.ifomis.org/bfo/1.1/snap#ThreeDimensionalRegion		Point within the fluidic subsystem at which the laser intersects the stream, illuminating the cells where they emit their fluorescence and scatter the light. The laser irratidates the cell at the interogation point.		http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm, 2007-05-11						DS: Spatial entity?\nAI: Ryan goes back to John Quinn and saks for usage example of this term.			Interrogation point in BD FACS Calibur				interrogation_point					John Quinn														
OBI_0400088	quartz_cuvette_flow_chamber	http://purl.obofoundry.org/obo/OBI_0400088	OBI_0400043		http://purl.obofoundry.org/obo/OBI_0400043		A flow cell in which the laser irradiates the cell as it passes through a quartz cuvette. A quartz cuvette flow chamber can be used to allow the laser to irradiate cells.		http://www.flocyte.com/FRTP/Resources/flow_cytometry_glossary.htm									CVF-Q-10 flow chamber, CV-Q-10 flow chamber				quartz_cuvette_flow_chamber					John Quinn														
OBI_0000010	fluorescent reporter intensity	http://purl.obofoundry.org/obo/OBI_0000010	OBI_0000305		http://purl.obofoundry.org/obo/OBI_0000305		The fluorescent reproter intensity is a datum that represents the output of a scanner measuring the intensity value for each fluorescent reporter.		group:OBI						From the DT branch: This term and definition were originally submitted by the community to our branch, but we thought they best fit DENRIE. However we see several issues with this. First of all the name 'probe' might not be used in OBI. Instead we have a 'reporter' role. Also, albeit the term 'probe intensity' is often used in communities such as the microarray one, the name 'probe' is ambiguous (some use it to refer to what's on the array, some use it to refer to what's hybed to the array). Furthermore, this concept could possibly be encompassed by combining different OBI terms, such as the roles of analyte, detector and reporter (you need something hybed to a probe on the array to get an intensity) and maybe a more general term for 'measuring intensities'. We need to find the right balance between what is consistent with OBI and combinations of its terms and what is user-friendly. Finally, note that 'intensity' is already in the OBI .owl file and is also in PATO. Why didn't OBI import it from PATO? This might be a problem.							fluorescent reporter intensity					person:Chris Stoeckert														
OBI_0000152	Intervention variable	http://purl.obofoundry.org/obo/OBI_0000152	OBI_0000160		http://purl.obofoundry.org/obo/OBI_0000160		Intervention is a direct experimental factor role assigned to a study variable in a clinical study		source pending						CDISC definition: intervention. The drug, device, therapy or process under investigation in a clinical trial which has an effect on outcome of interest in a study: e.g., health-related quality of life, efficacy, safety, pharmacoeconomics. Synonyms: therapeutic intervention, medical product. See also: test articles; devices;.  medicinal product. Synonym for therapeutic intervention, but usually a drug.			Variable in a clinical trial				Intervention variable					Jennifer Fostel														
OBI_0400091	sample_tube	http://purl.obofoundry.org/obo/OBI_0400091	OBI_0400081		http://purl.obofoundry.org/obo/OBI_0400081		A partical delivery vessel. The sample tube is a vessel in which the sample is introduced to the cytometer. Frequently the tube is placed on the cytometer in such a manner that a seal is formed between the tube and cytometer, and gas is used to create enough pressure to push the sample out of the tube and into the cytometer.		Practical Flow Cytometry 4th Edition, Howard Shapiro, ISBN-10: 0471411256, ISBN-13: 978-0471411253									sample tube in a cytometer				sample_tube					John Quinn														
OBI_0400054	ImageStream	http://purl.obofoundry.org/obo/OBI_0400054	OBI_0400146		http://purl.obofoundry.org/obo/OBI_0400146		The ImageStream is a multispectral_imaging_flow_cytometer manufactured by Amnis. Its has digital electronics, a single standard 488 nm solid state laser. In addition an optional 658 nm and your choice of either a 405 nm or 375 nm solid state laser can be added. Information is collected using cameras. The ImageStream system CCD camera produces six images of each cell, including darkfield, brightfield, and up to four fluorescent colors. Each image is used to calculate over 40 features, so a six-image assay results in ~250 morphometric and photometric features per cell. The ImageStream is a flow cytometer that takes pictures of the cells in flow.\nIt has both components, an Image cytometer and a flow cytometer.		http://www.amnis.com/						It has both components, an Image cytometer and a flow cytometer.							ImageStream					John Quinn	Melanie Courtot													
OBI_0400024	CyFlow_SL	http://purl.obofoundry.org/obo/OBI_0400024	OBI_0400008		http://purl.obofoundry.org/obo/OBI_0400008		A CyFlow_Sl is a flow_cytometer_analyser manufactured by Partec. Its specs are: ultracompact and fully equipped mobile/portable instrument, dimensions [cm]: L 43 x H 16 x D 37, highest stability/robustness and highest precision, 5 optical parameters: FSC, SSC, FL-1, FL-2, FL-3, 20mW@488nm blue solid state laser , other laser light sources optional (UV, violet, green, red), WindowsTM XP FloMax (software for realtime data acquisition, data display, and data evaluation), parallel 16 bit digital pulse processing Compact mobile Flow Cytometer for any kind of cell analysis and absolute volumetric counting. The CyFlow_SL allows to analyze forward and side scatter signals in combination with up to 3 fluorescence channels.		http://www.partec.de/products/cyflow.html													CyFlow_SL					John Quinn														
OBI_0200027	total intensity transformation paired	http://purl.obofoundry.org/obo/OBI_0200027	OBI_0200000		http://purl.obofoundry.org/obo/OBI_0200000		A total intensity transformation paired is a data transformation that takes as input two n-dimensional (real) vectors and multiplies each component of the first vector by a coefficient, where the coefficient is obtained by taking the ratio of the sum of the second input components or of a subset of these by the sum of the first input components or of a subset of these (the same subset is used for the two vectors).		OTHER: Adjusted from MGED Ontology						Note that if the word "sum" is replaced by the word "mean" in the definition, the resulting definition is equivalent.			This can be used as a simple normalization method for the two channels from a two-channel expression microarray assay or from two related one-channel expression microarray assays.				total intensity transformation paired					Elisabetta Manduchi														
OBI_0100073	RNA virus	http://purl.obofoundry.org/obo/OBI_0100073	OBI_0100027		http://purl.obofoundry.org/obo/OBI_0100027		An RNA virus is a virus that has ribonucleic acid (RNA) as its genetic material and does not replicate using a DNA intermediate.		WEB: http://en.wikipedia.org/wiki/RNA_viruses									hepatitis C virus	yellow fever virus			RNA virus					Susanna Sansone	Melanie Courtot	James Malone												
OBI_0500009	loop design	http://purl.obofoundry.org/obo/OBI_0500009	OBI_0500000		http://purl.obofoundry.org/obo/OBI_0500000		A loop experiment design is where labeled extracts are compared in consecutive pairs. synonym: circular design		MO_912						MO			PMID: 12933549				loop design					Philippe Rocca-Serra on behalf of MO														
OBI_0200122	interquartile-range calculation	http://purl.obofoundry.org/obo/OBI_0200122	OBI_0200078		http://purl.obofoundry.org/obo/OBI_0200078		The interquartile range is a descriptive statistics calculation defined as the difference between the 0.75 quantile and the 0.25 quantile for a set of data.		PERSON: Monnie McGee						From Monnie's file comments - need to add spread calculation role but they doesn't exist yet - (editor note added by James Jan 2008)							interquartile-range calculation					Monnie McGee														
